0.794303	 1.47521	 2.51983	 0.561575	 1.08318	 -0.782224	 0.50822	 
2.03001	 4.40103	 3.1709	 0.561575	 -2.8917	 -0.8887	 -3.65366	 
3.76693	 3.76219	 4.04329	 0.561575	 1.21624	 -4.85064	 -2.33292	 
2.92416	 5.0166	 0.368551	 0.561575	 1.91216	 -0.495801	 -3.12828	 
5.40266	 3.51785	 3.54231	 0.561575	 2.46894	 -1.76762	 -0.540927	 
3.0528	 5.00783	 2.78784	 0.561575	 -5.31137	 1.64927	 2.05306	 
0.541752	 0.768134	 0.150849	 0.561575	 -0.741318	 1.41885	 -1.53939	 
3.59952	 0.68369	 0.102064	 0.561575	 -0.982268	 -1.01562	 -2.58121	 
3.54266	 4.37411	 0.947779	 0.561575	 5.55241	 -1.71419	 1.89579	 
2.84607	 3.88129	 2.29745	 0.561575	 -2.65029	 -1.20327	 -6.02241	 
3.10219	 2.83367	 1.2261	 0.561575	 -5.02938	 1.95334	 0.0920244	 
1.34823	 0.40237	 3.68536	 0.561575	 2.38877	 -0.366063	 2.56858	 
5.40587	 3.12235	 1.43465	 0.561575	 0.461861	 4.06628	 1.88316	 
4.47427	 0.975021	 0.573483	 0.561575	 -0.927889	 -0.292275	 1.42046	 
2.2209	 1.77589	 0.805025	 0.561575	 -0.670226	 -1.99466	 1.57429	 
3.55264	 4.56635	 2.00709	 0.561575	 -3.26723	 -1.76793	 1.49987	 
3.76957	 1.73527	 1.17572	 0.561575	 -4.40711	 -0.201726	 0.214347	 
0.790233	 2.24658	 1.50698	 0.561575	 1.59689	 1.86461	 5.47167	 
0.671858	 2.9532	 2.29626	 0.561575	 -4.84314	 0.590472	 0.378146	 
2.86153	 3.11357	 4.38014	 0.561575	 -0.760675	 -4.59143	 -2.24259	 
0.317743	 3.17871	 4.67931	 0.561575	 -1.65816	 -2.19862	 3.99107	 
0.865064	 4.64956	 3.3631	 0.561575	 4.0735	 1.73338	 0.525522	 
5.3357	 0.195118	 1.3668	 0.561575	 -1.23606	 1.52969	 1.20757	 
0.0489688	 1.78488	 3.15131	 0.561575	 -0.340459	 3.03839	 6.38398	 
1.08466	 2.42004	 4.18644	 0.561575	 -3.68963	 -2.10625	 -2.52064	 
0.855196	 3.60513	 0.492712	 0.561575	 -0.760763	 -0.830504	 0.140899	 
0.976674	 3.67128	 3.85963	 0.561575	 2.96508	 -3.06468	 1.35292	 
4.42433	 2.00459	 3.53738	 0.561575	 -3.38109	 -1.52883	 -1.20379	 
2.19685	 2.08022	 5.09549	 0.561575	 4.6572	 -0.370609	 5.41568	 
5.32623	 2.48375	 3.90706	 0.561575	 1.95369	 -2.01168	 -4.84714	 
3.87314	 2.86454	 3.03671	 0.561575	 8.42068	 -1.52323	 0.608265	 
4.25236	 5.42827	 1.50431	 0.561575	 8.17228	 -3.07262	 -3.41027	 
1.4428	 1.40222	 3.73253	 0.561575	 -0.382676	 2.43589	 -3.40354	 
3.74424	 1.82393	 2.66037	 0.561575	 -4.31401	 -1.05256	 0.111731	 
4.84929	 5.00555	 2.2734	 0.561575	 -1.0277	 -0.0952182	 -0.505469	 
1.52399	 4.52547	 0.366778	 0.561575	 -0.642939	 2.42647	 -3.86188	 
1.72462	 3.24983	 2.38199	 0.561575	 -1.97105	 3.53498	 4.43228	 
2.40652	 4.05823	 0.359517	 0.561575	 3.3956	 -1.12362	 -0.820495	 
1.02347	 5.24012	 5.16008	 0.561575	 -2.13247	 1.30724	 1.87201	 
2.469	 4.63529	 1.68214	 0.561575	 1.05456	 1.92647	 -6.37063	 
3.77145	 4.9799	 3.72145	 0.561575	 0.968701	 3.74679	 -1.45756	 
4.88437	 2.09077	 0.734359	 0.561575	 -0.62827	 -1.7374	 0.406509	 
1.71892	 3.85637	 1.41136	 0.561575	 2.88898	 -0.641324	 1.79077	 
3.21411	 4.21624	 5.17043	 0.561575	 -1.54342	 -1.89828	 1.85153	 
1.89993	 0.587323	 2.81227	 0.561575	 -2.29403	 -0.827727	 -2.01134	 
0.477927	 0.743286	 4.18566	 0.561575	 0.460156	 0.741082	 -1.07865	 
1.89386	 0.287649	 4.78178	 0.561575	 -0.793926	 2.43882	 -4.47261	 
1.59935	 1.42636	 1.6583	 0.561575	 -3.54342	 2.10313	 6.50726	 
3.19845	 0.126776	 4.70306	 0.561575	 0.455985	 -1.694	 -3.38107	 
2.62925	 1.67697	 1.92197	 0.561575	 0.115213	 0.103515	 1.39401	 
5.19314	 5.12392	 3.53779	 0.561575	 -3.20258	 -3.76267	 3.95266	 
0.725572	 2.19998	 0.454139	 0.561575	 -5.51938	 -1.77768	 -3.84928	 
1.90728	 1.81045	 2.78024	 0.561575	 -1.37445	 -0.318253	 -0.618706	 
5.02617	 1.19454	 3.92212	 0.561575	 -2.53204	 3.85439	 0.181681	 
0.584267	 4.16909	 1.52367	 0.561575	 0.83187	 -2.95241	 1.48587	 
3.82517	 1.56365	 4.81255	 0.561575	 2.19645	 -2.20179	 3.42879	 
5.3296	 4.0501	 5.00711	 0.561575	 -1.34913	 1.14791	 2.66883	 
5.15099	 0.161451	 0.195463	 0.561575	 7.55599	 2.3421	 -0.995998	 
2.35363	 3.98073	 4.18053	 0.561575	 3.33905	 -0.189841	 0.0172805	 
1.7674	 0.397443	 1.80326	 0.561575	 -4.18756	 2.38414	 2.00055	 
4.42045	 3.80547	 1.8298	 0.561575	 3.99684	 4.24247	 -2.50602	 
0.352084	 4.77559	 0.46594	 0.561575	 -3.10748	 -2.80188	 -4.53623	 
1.21098	 1.32739	 4.813	 0.561575	 -1.52777	 -0.679749	 -2.15038	 
2.99869	 3.36203	 3.30728	 0.561575	 -0.19844	 -0.0968606	 -3.10684	 
3.31601	 2.01252	 0.201313	 0.561575	 2.85728	 -0.555998	 1.88738	 
1.55828	 4.81338	 4.29571	 0.561575	 0.558987	 4.51138	 -3.26335	 
5.2529	 2.96427	 0.306208	 0.561575	 1.53443	 -0.710351	 2.39022	 
2.61878	 1.14434	 3.67692	 0.561575	 2.67672	 -4.57852	 -3.14686	 
5.32889	 3.99529	 2.41373	 0.561575	 7.81949	 3.0519	 -3.6696	 
2.86262	 0.395747	 1.90322	 0.561575	 -2.55418	 1.20054	 1.34751	 
1.0465	 5.18994	 1.22799	 0.561575	 -2.54109	 -2.1243	 2.84668	 
4.85191	 2.98617	 2.7545	 0.561575	 -1.13903	 -1.10334	 1.33574	 
3.13623	 2.65373	 2.33191	 0.561575	 1.7602	 -0.713091	 -5.16848	 
4.90103	 4.66588	 1.25792	 0.561575	 -8.04948	 3.55365	 1.31509	 
4.22236	 4.91953	 0.273724	 0.561575	 -3.46515	 4.54213	 6.71411	 
2.13515	 3.17007	 0.705095	 0.561575	 -4.02781	 -4.95201	 1.04012	 
0.609446	 5.07252	 2.31407	 0.561575	 0.032938	 2.7741	 0.297296	 
0.0627132	 4.31167	 4.043	 0.561575	 1.71491	 -3.04933	 -4.31184	 
4.2599	 2.40142	 4.42436	 0.561575	 -0.803356	 3.87528	 -0.333079	 
1.79728	 2.58929	 1.51723	 0.561575	 -1.15097	 -3.35204	 -4.1111	 
4.3994	 0.178089	 3.0331	 0.561575	 -0.16148	 0.411176	 2.17765	 
