50	13.9209	0.171873
60	19.1817	1.46207
70	21.2004	0.0156054
80	24.9715	0.0231155
90	28.6959	0.0250438
100	32.6052	0.0741294
110	36.3088	0.0321136
120	40.2585	0.0343635
130	44.1384	0.0285371
140	48.2193	0.0683224
150	52.2535	0.0304826
160	56.0777	0.0422701
170	60.1573	0.097831
180	64.2321	0.0417504
190	68.3879	0.0443293
200	72.5263	0.0530921
210	76.8591	0.0803713
220	80.86	0.0501107
230	85.2721	0.0853907
240	89.534	0.0903168
250	93.7282	0.0937894
260	97.8555	0.0533711
270	102.3	0.0614492
280	106.717	0.0831563
290	111.116	0.0627135
300	115.71	0.121282
310	120.223	0.0493597
320	124.975	0.0808123
330	129.973	0.119254
340	134.866	0.0777438
350	139.692	0.100667
360	144.664	0.0758275
370	149.924	0.0848502
380	155.753	0.0954736
390	161.794	0.0746704
400	167.73	0.0640705
410	173.897	0.101409
420	179.807	0.107753
430	185.841	0.0650463
440	193.103	1.39008
450	199.171	0.299633
460	204.987	0.0868847
470	211.209	0.121062
480	217.642	0.0983056
490	223.891	0.132832
500	230.295	0.0637244
510	236.746	0.104484
520	243.432	0.100422
530	250.216	0.12895
540	256.694	0.116411
550	263.595	0.495261
560	268.944	0.0866102
570	276.983	0.875149
580	283.644	0.750211
590	289.526	0.0868339
