-3.64575	0.00240995
-3.60426	0
-3.56276	0
-3.52127	0
-3.47977	0.00722986
-3.43828	0.00240995
-3.39678	0
-3.35529	0.00481991
-3.31379	0
-3.2723	0.00481991
-3.2308	0
-3.18931	0.00722986
-3.14781	0.00722986
-3.10632	0
-3.06483	0
-3.02333	0.00240995
-2.98184	0.00963981
-2.94034	0
-2.89885	0.00722986
-2.85735	0
-2.81586	0.0168697
-2.77436	0.00481991
-2.73287	0.00240995
-2.69137	0.00722986
-2.64988	0.00963981
-2.60839	0.0144597
-2.56689	0.0120498
-2.5254	0.0192796
-2.4839	0.0240995
-2.44241	0.0144597
-2.40091	0.0144597
-2.35942	0.0144597
-2.31792	0.0289194
-2.27643	0.0168697
-2.23493	0.00963981
-2.19344	0.0144597
-2.15194	0.0120498
-2.11045	0.0265095
-2.06896	0.0361493
-2.02746	0.0481991
-1.98597	0.0265095
-1.94447	0.0313294
-1.90298	0.0578389
-1.86148	0.050609
-1.81999	0.0674787
-1.77849	0.053019
-1.737	0.050609
-1.6955	0.0650687
-1.65401	0.0650687
-1.61252	0.0963981
-1.57102	0.0843484
-1.52953	0.0939882
-1.48803	0.0915782
-1.44654	0.103628
-1.40504	0.132547
-1.36355	0.125318
-1.32205	0.0963981
-1.28056	0.149417
-1.23906	0.183156
-1.19757	0.161467
-1.15607	0.149417
-1.11458	0.187976
-1.07309	0.180746
-1.03159	0.149417
-0.990097	0.216896
-0.948602	0.180746
-0.907107	0.236175
-0.865613	0.233765
-0.824118	0.250635
-0.782624	0.245815
-0.741129	0.294014
-0.699634	0.310884
-0.65814	0.359083
-0.616645	0.325344
-0.575151	0.315704
-0.533656	0.361493
-0.492162	0.334983
-0.450667	0.368723
-0.409172	0.383183
-0.367678	0.419332
-0.326183	0.421742
-0.284689	0.404872
-0.243194	0.53501
-0.201699	0.450661
-0.160205	0.395232
-0.11871	0.457891
-0.0772157	0.48922
-0.0357211	0.5085
0.00577348	0.479581
0.0472681	0.426562
0.0887626	0.450661
0.130257	0.469941
0.171752	0.453071
0.213246	0.460301
0.254741	0.465121
0.296236	0.49404
0.33773	0.51091
0.379225	0.49886
0.420719	0.462711
0.462214	0.383183
0.503708	0.474761
0.545203	0.390412
0.586698	0.416922
0.628192	0.407282
0.669687	0.339803
0.711181	0.366313
0.752676	0.337393
0.794171	0.339803
0.835665	0.330164
0.87716	0.342213
0.918654	0.284374
0.960149	0.306064
1.00164	0.219306
1.04314	0.255455
1.08463	0.226536
1.12613	0.224126
1.16762	0.147007
1.20912	0.200026
1.25061	0.149417
1.29211	0.144597
1.3336	0.110858
1.37509	0.144597
1.41659	0.134957
1.45808	0.113268
1.49958	0.0867583
1.54107	0.0867583
1.58257	0.0674787
1.62406	0.0771185
1.66556	0.0554289
1.70705	0.0481991
1.74855	0.0602488
1.79004	0.0409692
1.83154	0.0240995
1.87303	0.0265095
1.91452	0.0337393
1.95602	0.0337393
1.99751	0.0240995
2.03901	0.0216896
2.0805	0.0216896
2.122	0.0192796
2.16349	0.00722986
2.20499	0.00481991
2.24648	0.00722986
2.28798	0.00722986
2.32947	0.00240995
2.37096	0.00722986
2.41246	0.00722986
2.45395	0.00481991
2.49545	0.00481991
2.53694	0
