0.516019	0.270839	0.0100052
0.499257	0.27269	0.00994967
0.482861	0.285106	0.0101028
0.46682	0.291859	0.0106142
0.451123	0.318996	0.011322
0.435757	0.318341	0.0120662
0.420714	0.310065	0.0117747
0.405983	0.331685	0.0125154
0.391554	0.326711	0.0118268
0.377418	0.362176	0.0130699
0.363567	0.373893	0.0136731
0.349991	0.355651	0.0127282
0.336683	0.360177	0.0129196
0.323635	0.398992	0.0147909
0.310839	0.424196	0.0152808
0.298288	0.432794	0.0158352
0.285975	0.423672	0.0156237
0.273894	0.467776	0.0170587
0.262037	0.506641	0.0186898
0.2504	0.50395	0.018152
0.238974	0.474198	0.0180081
0.233081	0.483871	0.0182223
0.227243	0.525847	0.0187226
0.22146	0.517215	0.019182
0.215732	0.552689	0.022331
0.210057	0.556628	0.020359
0.204435	0.615244	0.0224465
0.198865	0.574667	0.0208726
0.193346	0.603158	0.0216337
0.187877	0.673817	0.0260241
0.182459	0.603851	0.0208824
0.17709	0.611546	0.0214185
0.171769	0.614848	0.0216279
0.166496	0.67683	0.0262419
0.16127	0.649659	0.024083
0.156091	0.675167	0.0240962
0.150958	0.69016	0.0259205
0.145871	0.719104	0.0252014
0.140828	0.744298	0.0262624
0.135829	0.691861	0.0249982
0.130874	0.79204	0.0317652
0.125962	0.766657	0.0277476
0.121093	0.842301	0.0312975
0.116265	0.797208	0.0324387
0.111479	0.778219	0.0280069
0.106734	0.77803	0.0267404
0.102029	0.826279	0.0309238
0.0973638	0.823222	0.0308752
0.092738	0.897878	0.0327745
0.088151	0.99568	0.0393657
0.0836024	0.954567	0.0352133
0.0790917	1.08655	0.037846
0.0746184	0.983329	0.0366714
0.0701819	0.992306	0.0375749
0.065782	1.21584	0.0491122
0.0614181	1.17122	0.0446833
0.0570898	1.31234	0.047111
0.0527967	1.18931	0.0456658
0.0485383	1.22937	0.0447116
0.0443142	1.41297	0.0531588
0.040124	1.34205	0.0496339
0.0359673	1.53778	0.0550191
0.0318436	1.51443	0.0556684
0.0277527	1.67992	0.0579471
0.0236941	1.95375	0.0704105
0.0196674	1.8674	0.0670537
0.0156723	1.90999	0.06461
0.0117083	1.97351	0.0717426
0.00777522	2.00939	0.0702846
0.00387255	2.04135	0.0697331
0	2.04735	0.0680743
-0.00384279	1.92656	0.0649025
-0.00765616	1.73821	0.0678187
-0.0114404	1.76299	0.0593562
-0.015196	1.85111	0.0620297
-0.0189231	1.62798	0.0644939
-0.0226221	1.35546	0.0490206
-0.0262933	1.31555	0.0454622
-0.029937	1.46074	0.0721391
-0.0335536	1.35053	0.0507209
-0.0371433	1.35819	0.0550684
-0.0407064	1.23497	0.0464951
-0.0442433	1.18916	0.0439566
-0.0477542	1.17617	0.0438397
-0.0512393	1.07829	0.0395316
-0.0546991	1.07421	0.0410405
-0.0581337	0.973241	0.0331085
-0.0615435	1.15278	0.0481011
-0.0649286	1.08291	0.038467
-0.0682894	0.904987	0.0307467
-0.0716262	0.96191	0.0363367
-0.0749391	0.962134	0.034572
-0.0782285	0.934373	0.033334
-0.0814945	0.824479	0.0315009
-0.0847375	0.912041	0.0316008
-0.0879577	0.903121	0.0326625
-0.0911553	0.808051	0.0285321
-0.0943306	0.895166	0.0326362
-0.0974837	0.747235	0.0272459
-0.100615	0.860469	0.032089
-0.103725	0.785065	0.0266042
-0.106813	0.700338	0.0247621
-0.10988	0.788653	0.0303703
-0.112926	0.724685	0.0264504
-0.115951	0.761568	0.0291182
-0.118956	0.764104	0.0286703
-0.12194	0.807236	0.0314076
-0.124904	0.654672	0.0249386
-0.127848	0.604977	0.0213742
-0.130773	0.618397	0.0226176
-0.133678	0.651601	0.0225342
-0.136563	0.611083	0.021516
-0.139429	0.608065	0.0223325
-0.142277	0.600816	0.0205751
-0.145106	0.633368	0.0240648
-0.147916	0.616619	0.0224527
-0.150707	0.558152	0.0217114
-0.153481	0.584688	0.0230494
-0.156236	0.578638	0.0204434
-0.158973	0.579491	0.0208342
-0.161693	0.589053	0.0208948
-0.166844	0.537186	0.0199007
-0.171932	0.493593	0.0186998
-0.176958	0.506437	0.0181169
-0.181924	0.493101	0.0185386
-0.18683	0.503541	0.0181086
-0.191677	0.483852	0.018096
-0.196467	0.481986	0.0178042
-0.201201	0.461536	0.017021
-0.205879	0.434373	0.0158075
-0.210503	0.403782	0.01372
-0.215073	0.400326	0.0159948
-0.219591	0.404332	0.015664
-0.224057	0.408822	0.0144937
-0.228472	0.384902	0.0145779
-0.232837	0.387411	0.0145528
-0.237153	0.364934	0.0128503
-0.24142	0.381712	0.0142624
-0.245641	0.362925	0.013107
-0.249814	0.344612	0.0124428
