#X		#Y		R		#Vx		#Vy	
0.118255	 0.0911427	 0.0353464	 -0.535015	 1.49274
0.13658	 0.166666	 0.0353464	 1.99686	 0.231009
0.101853	 0.28175	 0.0353464	 0.543836	 0.393047
0.0674627	 0.42491	 0.0353464	 0.768747	 1.52084
0.0969299	 0.491943	 0.0353464	 1.18528	 -0.437639
0.0677231	 0.647475	 0.0353464	 0.377827	 -1.02407
0.0553401	 0.717441	 0.0353464	 -0.91294	 0.30961
0.0564123	 0.79241	 0.0353464	 -0.160741	 0.159652
0.0981188	 0.916357	 0.0353464	 0.0254247	 0.156587
0.0860927	 0.00869391	 0.0353464	 0.782906	 -1.73399
0.243262	 0.0647626	 0.0353464	 -0.768182	 2.34868
0.20982	 0.187178	 0.0353464	 -0.421377	 -1.18076
0.167657	 0.314225	 0.0353464	 -1.31022	 -0.936537
0.191002	 0.384896	 0.0353464	 0.197789	 0.110285
0.163402	 0.521832	 0.0353464	 0.377847	 1.47907
0.171928	 0.593152	 0.0353464	 -2.40538	 0.848168
0.1914	 0.732946	 0.0353464	 -0.541961	 -0.846894
0.185965	 0.842397	 0.0353464	 -0.705505	 2.27199
0.200132	 0.913151	 0.0353464	 0.00801258	 0.0097066
0.226559	 0.985252	 0.0353464	 -0.0633738	 2.11922
0.320182	 0.0802189	 0.0353464	 -0.779291	 0.902264
0.280728	 0.205435	 0.0353464	 -0.504615	 -1.00007
0.299791	 0.282357	 0.0353464	 0.459771	 1.27837
0.266724	 0.40622	 0.0353464	 0.171087	 0.730834
0.285116	 0.474881	 0.0353464	 0.239	 -0.542552
0.249655	 0.602763	 0.0353464	 0.660687	 0.68067
0.269141	 0.671636	 0.0353464	 -0.0694048	 0.789352
0.311061	 0.809106	 0.0353464	 0.91272	 2.14767
0.329133	 0.87855	 0.0353464	 -0.138983	 -0.326204
0.355536	 0.954804	 0.0353464	 0.572694	 0.538677
0.388005	 0.105775	 0.0353464	 0.204929	 -0.895131
0.407762	 0.175964	 0.0353464	 -0.259109	 1.01024
0.376869	 0.301454	 0.0353464	 -0.354269	 1.19743
0.388659	 0.37163	 0.0353464	 2.13881	 0.210793
0.359726	 0.497066	 0.0353464	 0.361675	 1.63517
0.371756	 0.567563	 0.0353464	 -1.11318	 0.257247
0.342502	 0.687076	 0.0353464	 -0.384089	 -1.52247
0.36214	 0.757686	 0.0353464	 -0.711484	 0.0649857
0.455624	 0.845084	 0.0353464	 -1.7728	 -1.03274
0.424127	 0.977901	 0.0353464	 0.398636	 0.163822
0.516927	 0.0750731	 0.0353464	 -0.967599	 -0.166951
0.480845	 0.197965	 0.0353464	 0.21217	 -0.0563597
0.501942	 0.268803	 0.0353464	 -0.909722	 0.918335
0.462698	 0.392724	 0.0353464	 0.433229	 -1.11049
0.485677	 0.462833	 0.0353464	 0.111393	 -1.22667
0.452394	 0.586035	 0.0353464	 0.5215	 -0.0405487
0.46712	 0.65614	 0.0353464	 0.357353	 0.421632
0.486138	 0.727154	 0.0353464	 -2.69415	 -0.495519
0.529763	 0.877323	 0.0353464	 -0.477744	 -0.100325
0.495058	 0.000544548	 0.0353464	 0.225093	 -0.950695
0.589957	 0.0947746	 0.0353464	 1.20076	 0.0234111
0.60541	 0.168699	 0.0353464	 -0.101289	 -0.922852
0.573771	 0.292425	 0.0353464	 -0.389746	 0.421736
0.588337	 0.362924	 0.0353464	 -0.457336	 -0.615021
0.555634	 0.486276	 0.0353464	 -0.672584	 -0.375623
0.575367	 0.555784	 0.0353464	 1.11513	 0.376449
0.588458	 0.625815	 0.0353464	 -1.36117	 -1.13176
0.563908	 0.750387	 0.0353464	 0.301625	 0.420983
0.599892	 0.901429	 0.0353464	 0.665491	 -0.178566
0.628147	 0.96967	 0.0353464	 -0.127301	 -0.901352
0.707043	 0.0658174	 0.0353464	 -0.3749	 -1.05011
0.674759	 0.18687	 0.0353464	 1.97701	 -0.41328
0.692951	 0.256825	 0.0353464	 0.242014	 -0.0243276
0.6578	 0.385039	 0.0353464	 -0.327064	 0.0549202
0.679672	 0.45408	 0.0353464	 -1.13233	 -0.126191
0.700296	 0.530707	 0.0353464	 -1.3029	 -0.864311
0.669087	 0.650624	 0.0353464	 -0.533166	 0.975728
0.634534	 0.771605	 0.0353464	 -1.36933	 -1.13657
0.643528	 0.84426	 0.0353464	 0.0459509	 -0.637861
0.695392	 0.992825	 0.0353464	 -0.0479448	 -0.320629
0.859023	 0.108017	 0.0353464	 0.120781	 0.223256
0.804628	 0.154517	 0.0353464	 -1.06037	 -0.317086
0.762622	 0.278263	 0.0353464	 0.880645	 0.53906
0.78094	 0.351224	 0.0353464	 -0.559234	 -0.673342
0.807628	 0.433659	 0.0353464	 -1.12836	 -0.224852
0.77862	 0.551204	 0.0353464	 0.799151	 -0.242003
0.742175	 0.670346	 0.0353464	 0.689426	 0.55077
0.757525	 0.745977	 0.0353464	 -1.66794	 0.53445
0.752968	 0.85819	 0.0353464	 1.21225	 -2.49798
0.765496	 0.0091322	 0.0353464	 0.885273	 -1.69243
0.928134	 0.130176	 0.0353464	 -2.18188	 -0.774964
0.939221	 0.20286	 0.0353464	 -0.946189	 1.43029
0.887898	 0.254647	 0.0353464	 1.4606	 0.69048
0.927527	 0.394419	 0.0353464	 0.646092	 0.724758
0.87947	 0.447809	 0.0353464	 -0.436902	 -0.332558
0.859674	 0.580521	 0.0353464	 -1.19451	 1.03745
0.861246	 0.743162	 0.0353464	 0.0373866	 1.20534
0.809293	 0.796998	 0.0353464	 -1.25448	 -0.0733922
0.903359	 0.899332	 0.0353464	 1.02522	 1.632
0.887877	 0.979428	 0.0353464	 -0.262805	 0.338338
0.978383	 0.0793068	 0.0353464	 -0.378198	 0.784238
0.0628294	 0.21975	 0.0353464	 0.61693	 0.256472
0.974832	 0.341513	 0.0353464	 0.83772	 0.679448
0.997003	 0.409689	 0.0353464	 -0.753816	 -0.492296
0.970069	 0.545876	 0.0353464	 0.759506	 -0.565633
