1.26115	 0.971349	 0.842994	 0.561575	 0.0415932	 -0.101493	 0.0118395	 
1.19171	 0.957773	 1.94254	 0.561575	 0.0840247	 -0.169383	 0.0323705	 
1.26304	 1.0004	 2.98684	 0.561575	 -0.0261781	 -0.116391	 0.0352092	 
1.3107	 0.87174	 4.02127	 0.561575	 -0.0445538	 0.034409	 0.060946	 
0.890765	 2.31816	 0.912515	 0.561575	 -0.11477	 -0.0551434	 -0.0860738	 
0.87014	 2.28195	 2.00483	 0.561575	 -0.00135312	 0.0311784	 -0.0307352	 
0.773252	 2.28256	 2.95881	 0.561575	 0.0730096	 -0.017209	 -0.00165704	 
0.942802	 2.32758	 4.16613	 0.561575	 -0.17306	 -0.043356	 -0.101233	 
1.17721	 3.1734	 1.45505	 0.561575	 0.0102831	 -0.00937897	 0.0774412	 
1.09227	 3.16345	 2.48365	 0.561575	 -0.478757	 0.368173	 -1.59341	 
1.08727	 3.18354	 3.57702	 0.561575	 -0.194273	 0.139567	 -1.06448	 
1.09838	 3.16898	 0.267352	 0.561575	 0.0683393	 -0.0694215	 -1.08207	 
0.970941	 0.0231108	 1.29055	 0.561575	 0.00945057	 -0.0607418	 0.171634	 
0.922162	 0.0410778	 2.4382	 0.561575	 -0.0428993	 -0.0443203	 0.0981026	 
0.901828	 4.35739	 3.58355	 0.561575	 0.6564	 -0.471276	 0.607578	 
0.939576	 0.0816559	 0.266913	 0.561575	 -0.0790208	 0.0553927	 0.0510059	 
2.28712	 1.21105	 0.867406	 0.561575	 -0.0237249	 -0.0576438	 0.0466874	 
2.21566	 1.26684	 1.89109	 0.561575	 0.0265127	 -0.156902	 0.173455	 
2.36172	 1.12801	 3.00932	 0.561575	 -0.14353	 0.165595	 0.0869836	 
2.33224	 1.08892	 4.17232	 0.561575	 -0.0777535	 0.0700757	 0.0193694	 
2.57203	 2.02898	 1.41449	 0.561575	 0.0162716	 0.0260942	 -0.0150279	 
2.50546	 2.0102	 2.53674	 0.561575	 0.0517762	 0.0157918	 -0.109864	 
2.58155	 2.00605	 3.69668	 0.561575	 -0.0422652	 0.10673	 -0.0369909	 
2.57692	 2.03439	 0.325791	 0.561575	 -0.0869996	 0.11062	 0.017224	 
2.28413	 3.30605	 1.39719	 0.561575	 -0.00988184	 0.175574	 -0.00340403	 
2.20017	 3.33988	 2.4955	 0.561575	 0.0899382	 0.071445	 -0.0231647	 
2.321	 3.5439	 3.64436	 0.561575	 -0.0459705	 -0.207145	 -0.095945	 
2.25689	 3.49002	 0.270602	 0.561575	 0.0664653	 -0.0633758	 -0.00728771	 
