#X		#Y		#Z		R	
2.38321	 2.82087	 5.95688	 0.561575	 
1.59607	 2.52936	 3.99127	 0.561575	 
0.439078	 0.831428	 4.902	 0.561575	 
2.36592	 1.5763	 1.01371	 0.561575	 
2.43207	 3.27885	 -1.07674	 0.561575	 
0.476083	 2.78127	 0.283111	 0.561575	 
1.33406	 5.49049	 -0.923045	 0.561575	 
5.68192	 -0.473133	 -0.989121	 0.561575	 
6.74849	 0.575271	 5.72923	 0.561575	 
-0.595759	 0.554616	 4.69015	 0.561575	 
0.155419	 0.271782	 3.88716	 0.561575	 
0.318677	 1.30025	 2.97177	 0.561575	 
1.86527	 4.97936	 5.28331	 0.561575	 
2.33655	 0.126073	 4.27129	 0.561575	 
5.39748	 1.40978	 4.07108	 0.561575	 
3.14986	 2.40373	 4.41521	 0.561575	 
-1.22363	 3.53801	 -1.14062	 0.561575	 
-0.0889447	 1.758	 5.09207	 0.561575	 
0.00536184	 1.63087	 0.82148	 0.561575	 
0.512009	 0.726986	 4.85722	 0.561575	 
4.91408	 0.498669	 10.2638	 0.561575	 
1.30196	 1.58816	 0.540879	 0.561575	 
3.11317	 1.99083	 5.99727	 0.561575	 
1.6037	 4.79449	 6.84328	 0.561575	 
0.959015	 1.0092	 -1.52717	 0.561575	 
0.721384	 5.06758	 5.4204	 0.561575	 
8.21687	 4.24907	 2.87445	 0.561575	 
1.77315	 4.33905	 -1.4492	 0.561575	 
0.406845	 5.11175	 1.65607	 0.561575	 
6.04282	 3.91757	 3.57252	 0.561575	 
4.37605	 2.57944	 4.64741	 0.561575	 
6.93857	 3.17589	 3.45356	 0.561575	 
6.40868	 1.87783	 -0.928761	 0.561575	 
-0.307168	 2.20512	 3.31673	 0.561575	 
0.704243	 2.34086	 3.53283	 0.561575	 
0.863294	 1.91473	 -0.747167	 0.561575	 
6.09481	 0.905731	 4.98925	 0.561575	 
1.71449	 4.17594	 -1.54838	 0.561575	 
1.99439	 3.45282	 4.61033	 0.561575	 
5.66319	 3.73932	 6.24701	 0.561575	 
0.822158	 -0.469626	 0.203919	 0.561575	 
2.86865	 3.76767	 3.87192	 0.561575	 
1.6111	 1.24645	 -0.460456	 0.561575	 
0.843959	 1.93843	 4.6602	 0.561575	 
2.19061	 1.28139	 -1.43663	 0.561575	 
6.5244	 6.8737	 0.668069	 0.561575	 
1.3052	 -2.16049	 1.13444	 0.561575	 
-0.547148	 3.95888	 4.40924	 0.561575	 
0.45182	 3.68167	 5.11577	 0.561575	 
-4.83739	 8.22883	 5.39186	 0.561575	 
0.313012	 9.20557	 -0.0693878	 0.561575	 
5.37657	 1.42377	 -1.36004	 0.561575	 
1.44635	 3.68307	 5.52054	 0.561575	 
7.01828	 2.44445	 5.26125	 0.561575	 
1.18645	 1.14478	 3.72961	 0.561575	 
1.74638	 2.52643	 4.01408	 0.561575	 
1.33365	 3.41526	 5.58305	 0.561575	 
6.46453	 3.05561	 4.60516	 0.561575	 
1.27448	 4.74683	 -0.571756	 0.561575	 
-0.0334744	 2.8161	 4.1662	 0.561575	 
5.91221	 3.89756	 4.89937	 0.561575	 
6.16618	 2.08759	 3.57796	 0.561575	 
2.29837	 7.01453	 -1.1941	 0.561575	 
-1.9689	 7.56488	 4.67479	 0.561575	 
-1.03832	 0.432235	 3.70944	 0.561575	 
5.44889	 -2.85216	 -1.17377	 0.561575	 
7.30958	 1.48774	 2.99344	 0.561575	 
2.70274	 2.73693	 4.99614	 0.561575	 
1.62119	 2.32289	 0.112766	 0.561575	 
2.47569	 7.85402	 3.47254	 0.561575	 
6.45488	 2.42169	 1.15368	 0.561575	 
0.841904	 3.0312	 4.36349	 0.561575	 
5.17893	 4.72098	 0.708319	 0.561575	 
6.23383	 -3.46131	 4.59019	 0.561575	 
-0.106063	 1.42364	 4.11613	 0.561575	 
2.37045	 1.72685	 5.34686	 0.561575	 
0.497872	 6.25802	 -0.516847	 0.561575	 
5.90298	 -0.568017	 4.1263	 0.561575	 
0.941937	 1.54891	 5.72574	 0.561575	 
1.10712	 1.20192	 3.8624	 0.561575	 
7.91421	 2.67091	 2.11171	 0.561575	 
1.61665	 2.57121	 -0.226547	 0.561575	 
0.719768	 -1.4155	 4.12017	 0.561575	 
2.51011	 1.64118	 -0.191596	 0.561575	 
2.11383	 2.11674	 1.29449	 0.561575	 
7.2964	 4.29094	 4.47179	 0.561575	 
0.976494	 3.93183	 4.99367	 0.561575	 
5.27449	 1.7044	 -0.282614	 0.561575	 
5.97482	 2.62676	 -0.00401687	 0.561575	 
0.507597	 -1.32864	 0.928573	 0.561575	 
1.51472	 1.06033	 4.79322	 0.561575	 
1.10892	 4.94635	 3.75392	 0.561575	 
1.53212	 1.02619	 -0.512028	 0.561575	 
4.99342	 9.47603	 3.24246	 0.561575	 
7.13793	 7.7546	 4.17669	 0.561575	 
3.88689	 3.15645	 5.55213	 0.561575	 
6.68053	 3.18647	 -0.917649	 0.561575	 
-0.609047	 2.66131	 0.351943	 0.561575	 
4.14976	 1.64935	 4.94459	 0.561575	 
5.35004	 2.72343	 4.27024	 0.561575	 
