0.516019	0.0173883	0.000122176
0.499257	0.0183253	0.000129848
0.482861	0.0189821	0.000138244
0.46682	0.0193682	0.000143173
0.451123	0.020478	0.000152889
0.435757	0.0212688	0.0001511
0.420714	0.0214653	0.00015706
0.405983	0.0227114	0.000162708
0.391554	0.0235141	0.000172352
0.377418	0.0243533	0.000184195
0.363567	0.0257732	0.000193433
0.349991	0.0266808	0.000211114
0.336683	0.0282621	0.000238482
0.323635	0.0297992	0.000245316
0.310839	0.0303246	0.000269221
0.298288	0.0325067	0.00027848
0.285975	0.0342877	0.000292354
0.273894	0.0354542	0.00031718
0.262037	0.0377544	0.000345197
0.2504	0.0401781	0.000358865
0.238974	0.0422147	0.000362864
0.233081	0.0427911	0.000384924
0.227243	0.0447954	0.000403718
0.22146	0.0448925	0.000395182
0.215732	0.0466973	0.000437302
0.210057	0.0494601	0.000472028
0.204435	0.0502413	0.000493651
0.198865	0.0519417	0.000490738
0.193346	0.0531549	0.000511306
0.187877	0.0552119	0.000561394
0.182459	0.0565942	0.000565076
0.17709	0.0581712	0.00055714
0.171769	0.0625139	0.000610824
0.166496	0.0651088	0.000681693
0.16127	0.0652757	0.000650239
0.156091	0.0705452	0.000770235
0.150958	0.0712148	0.000720411
0.145871	0.0751042	0.000797343
0.140828	0.0768398	0.000863515
0.135829	0.0801093	0.000884462
0.130874	0.0821778	0.000871619
0.125962	0.086851	0.000930755
0.121093	0.0891918	0.00098129
0.116265	0.0958568	0.00108819
0.111479	0.0985165	0.00109916
0.106734	0.10582	0.00121848
0.102029	0.109254	0.00122191
0.0973638	0.116477	0.00141646
0.092738	0.125257	0.0015057
0.088151	0.133555	0.00170377
0.0836024	0.145396	0.00188404
0.0790917	0.149837	0.00202487
0.0746184	0.148628	0.00188473
0.0701819	0.161503	0.00202094
0.065782	0.177954	0.00237443
0.0614181	0.202279	0.00271105
0.0570898	0.211847	0.00276806
0.0527967	0.223498	0.00302356
0.0485383	0.24473	0.00314362
0.0443142	0.262715	0.00352249
0.040124	0.287139	0.00365007
0.0359673	0.318226	0.00393788
0.0318436	0.33205	0.00397139
0.0277527	0.375187	0.00442745
0.0236941	0.414766	0.00435571
0.0196674	0.452739	0.00455248
0.0156723	0.479361	0.00453443
0.0117083	0.491109	0.00458832
0.00777522	0.551841	0.00418918
0.00387255	0.594732	0.00391355
0	0.612647	0.00395847
-0.00384279	0.651934	0.00333237
-0.00765616	0.683314	0.00301916
-0.0114404	0.718162	0.00239046
-0.015196	0.713273	0.0027505
-0.0189231	0.737063	0.00232586
-0.0226221	0.763034	0.00171683
-0.0262933	0.776369	0.00166514
-0.029937	0.784629	0.00179177
-0.0335536	0.792849	0.00136172
-0.0371433	0.801147	0.00148633
-0.0407064	0.809513	0.00123287
-0.0442433	0.82203	0.00101929
-0.0477542	0.825883	0.00101742
-0.0512393	0.836837	0.000886476
-0.0546991	0.841023	0.000825854
-0.0581337	0.845939	0.000780579
-0.0615435	0.851166	0.000876526
-0.0649286	0.854695	0.000810318
-0.0682894	0.861915	0.000676631
-0.0716262	0.864067	0.000669728
-0.0749391	0.869953	0.000634142
-0.0782285	0.870995	0.000629132
-0.0814945	0.877503	0.00058027
-0.0847375	0.87896	0.000571269
-0.0879577	0.884145	0.000539167
-0.0911553	0.887635	0.000514713
-0.0943306	0.890221	0.000539948
-0.0974837	0.893596	0.000491185
-0.100615	0.895375	0.000490304
-0.103725	0.899431	0.000453613
-0.106813	0.901625	0.000435442
-0.10988	0.904875	0.000418273
-0.112926	0.90801	0.000401339
-0.115951	0.909915	0.000414462
-0.118956	0.912491	0.000411323
-0.12194	0.911103	0.00043692
-0.124904	0.916775	0.000379513
-0.127848	0.917008	0.000343192
-0.130773	0.919335	0.000348844
-0.133678	0.921974	0.0003467
-0.136563	0.923337	0.000330721
-0.139429	0.925143	0.00032294
-0.142277	0.926907	0.000313376
-0.145106	0.929141	0.000311579
-0.147916	0.931013	0.000306738
-0.150707	0.931283	0.000289849
-0.153481	0.933486	0.000298668
-0.156236	0.935152	0.000286819
-0.158973	0.935721	0.000285707
-0.161693	0.937709	0.00026167
-0.166844	0.940817	0.00025648
-0.171932	0.942836	0.0002614
-0.176958	0.945252	0.000232696
-0.181924	0.94767	0.000235944
-0.18683	0.94897	0.000235448
-0.191677	0.950744	0.000215574
-0.196467	0.953911	0.000208224
-0.201201	0.954694	0.000211534
-0.205879	0.956465	0.000197957
-0.210503	0.958164	0.000187307
-0.215073	0.959917	0.000179076
-0.219591	0.961133	0.000188191
-0.224057	0.962612	0.000186657
-0.228472	0.964108	0.000176628
-0.232837	0.965714	0.000160275
-0.237153	0.966674	0.000154306
-0.24142	0.967297	0.000156488
-0.245641	0.969016	0.00014868
-0.249814	0.970284	0.00014496
