
0.8	0.58096	0.0296812	
0.804211	0.741986	0.0172722	
0.808421	0.805698	0.0170573	
0.812632	0.818909	0.0167084	
0.816842	0.823764	0.0168356	
0.821053	0.831044	0.0176841	
0.825263	0.796016	0.0170816	
0.829474	0.795032	0.0171262	
0.833684	0.823245	0.0165889	
0.837895	0.825614	0.0188733	
0.842105	0.815661	0.0164701	
0.846316	0.871267	0.016501	
0.850526	0.87662	0.0187209	
0.854737	0.880479	0.0176368	
0.858947	0.865635	0.0178441	
0.863158	0.83572	0.0178529	
0.867368	0.841837	0.0168838	
0.871579	0.862454	0.0164228	
0.875789	0.882305	0.0179564	
0.88	0.88145	0.0187503	
0.884211	0.874173	0.0183252	
0.888421	0.893041	0.019312	
0.892632	0.883427	0.0178501	
0.896842	0.906473	0.0181209	
0.901053	0.896784	0.0188538	
0.905263	0.918981	0.0203502	
0.909474	0.935673	0.0198245	
0.913684	0.927067	0.0181844	
0.917895	0.908349	0.0177449	
0.922105	0.894215	0.0196705	
0.926316	0.926046	0.0189596	
0.930526	0.920321	0.0183097	
0.934737	0.926231	0.0192676	
0.938947	0.929011	0.019742	
0.943158	0.909751	0.0183171	
0.947368	0.955009	0.0212977	
0.951579	0.949519	0.0193761	
0.955789	0.947497	0.0191248	
0.96	0.94176	0.0201882	
0.964211	0.960359	0.0208602	
0.968421	0.978057	0.0202798	
0.972632	0.976406	0.0185013	
0.976842	0.967666	0.0191243	
0.981053	0.96731	0.0182739	
0.985263	0.965242	0.0195155	
0.989474	0.981324	0.0209766	
0.993684	0.983094	0.0204171	
0.997895	0.986702	0.0201458	
1.00211	0.982324	0.0196837	
1.00632	1.02591	0.0221623	
1.01053	1.0072	0.0191155	
1.01474	1.01058	0.0204766	
1.01895	1.04572	0.0222585	
1.02316	1.03789	0.0215555	
1.02737	1.0254	0.0205199	
1.03158	1.01166	0.0190557	
1.03579	1.01459	0.0206083	
1.04	1.0358	0.0223131	
1.04421	1.06416	0.0213328	
1.04842	1.04796	0.0208957	
1.05263	1.04894	0.0195325	
1.05684	1.04951	0.01977	
1.06105	1.01652	0.0194016	
1.06526	1.05698	0.0219113	
1.06947	1.08711	0.0212504	
1.07368	1.07909	0.0216172	
1.07789	1.0701	0.0216928	
1.08211	1.11448	0.0216235	
1.08632	1.07583	0.0211265	
1.09053	1.10289	0.0211183	
1.09474	1.09709	0.0217242	
1.09895	1.11041	0.0208163	
1.10316	1.11721	0.0225608	
1.10737	1.12237	0.0231191	
1.11158	1.11338	0.0224119	
1.11579	1.08612	0.0219991	
1.12	1.10971	0.0212019	
1.12421	1.11455	0.0218461	
1.12842	1.135	0.0223681	
1.13263	1.15827	0.023191	
1.13684	1.16636	0.0233051	
1.14105	1.12448	0.0233902	
1.14526	1.13532	0.0215931	
1.14947	1.15582	0.0231687	
1.15368	1.12912	0.0211811	
1.15789	1.13523	0.0225761	
1.16211	1.14513	0.0226012	
1.16632	1.14624	0.0241242	
1.17053	1.1821	0.0244567	
1.17474	1.19459	0.0248367	
1.17895	1.18732	0.0220347	
1.18316	1.14245	0.0228796	
1.18737	1.23225	0.0237718	
1.19158	1.16704	0.0217501	
1.19579	1.18918	0.0234769	
1.2	1.20991	0.0228421	
