#L = 18.8982
#X		#Y		R	#Vx		#Vy		#Ax		#Ay
18.398	 4.59326	 1	 -1.15512	 -1.05667	 -22.4025	 -18.3061
0.757566	 2.15798	 1	 -1.86804	 -1.23687	 -4.32168	 8.64339
18.5933	 6.32195	 1	 -0.351982	 -1.65918	 -1.88799	 -0.709942
0.701184	 7.47853	 1	 -0.458973	 -0.618973	 -4.55016	 0.377093
15.6855	 5.62825	 1	 -1.0217	 0.933391	 0.828251	 2.87338
18.4242	 7.44229	 1	 0.910452	 0.301458	 -0.170825	 1.98864
1.40237	 8.63865	 1	 0.921949	 -1.27343	 -49.587	 30.547
0.597902	 11.9403	 1	 0.32964	 -0.388756	 -2.10231	 -0.634543
18.0934	 11.7825	 1	 -0.716299	 0.801411	 4.7578	 -18.9786
1.54556	 12.5551	 1	 -0.84021	 0.742046	 -6.34201	 11.4664
0.0600284	 14.8928	 1	 0.402992	 1.7129	 -6.90104	 17.7958
1.60219	 14.2144	 1	 -0.390582	 -1.43731	 -13.5715	 -4.06625
3.94835	 2.45523	 1	 0.286392	 2.89701	 0.95856	 1.45561
5.2696	 3.02803	 1	 -0.91791	 1.05677	 -30.9116	 21.022
2.37059	 5.12751	 1	 -0.0999408	 -0.653844	 -10.1268	 1.87502
1.60964	 4.15767	 1	 -0.313563	 0.245013	 7.82067	 2.13871
2.22361	 6.26556	 1	 0.51835	 -0.221625	 3.90743	 -9.69812
0.253578	 5.23087	 1	 0.954077	 -1.01778	 5.1394	 14.3952
2.19318	 8.10649	 1	 0.249608	 -2.50298	 50.8387	 -23.0579
2.0797	 11.6751	 1	 -0.75328	 0.881008	 -0.43491	 -12.9475
2.73919	 12.4847	 1	 -1.08161	 -0.124869	 -17.7066	 -1.2109
2.19047	 15.493	 1	 0.836896	 1.42064	 -10.4755	 -14.0639
18.8869	 0.664165	 1	 2.5795	 -0.244593	 -1.86852	 0.928617
2.80605	 2.38895	 1	 0.347345	 0.664283	 0.913663	 -0.948305
2.97052	 0.570955	 1	 -0.370246	 0.397693	 -0.553351	 7.75411
2.05135	 1.46428	 1	 -0.164556	 0.670985	 7.21042	 -0.189334
0.540072	 4.16822	 1	 -0.704157	 1.06414	 -1.59393	 6.60698
2.99667	 3.64598	 1	 -0.3249	 1.02294	 0.288062	 0.0417651
4.72036	 7.88087	 1	 1.10644	 1.24583	 -12.4157	 19.5073
5.44639	 8.79658	 1	 0.518953	 0.250775	 -3.24482	 1.47682
7.60651	 9.29942	 1	 1.81847	 0.684509	 -16.1815	 6.1689
4.3943	 11.2075	 1	 -1.32213	 -0.400288	 0.516729	 -3.76567
3.0915	 11.3985	 1	 -0.495223	 -1.47326	 13.2887	 -0.0479699
3.7306	 10.2883	 1	 2.45406	 0.773711	 -7.09247	 3.53091
0.465232	 16.0378	 1	 1.09196	 0.285615	 -1.53892	 0.218069
4.11318	 17.5926	 1	 -0.897823	 1.57574	 6.13557	 1.91848
0.795595	 17.6517	 1	 -2.45915	 0.917354	 2.53742	 -0.671687
5.37255	 1.96124	 1	 -0.380505	 0.450185	 -9.33563	 -14.4661
7.38701	 2.02262	 1	 -0.355576	 -1.18575	 -4.93569	 -11.6434
10.3394	 4.37172	 1	 0.242576	 0.350597	 -6.60216	 -1.44308
5.45832	 5.1996	 1	 -0.727173	 -1.54542	 1.22032	 -1.31975
6.2268	 9.73571	 1	 0.351283	 0.573876	 -0.11515	 0.978131
5.75566	 10.7566	 1	 0.348748	 -1.31855	 -0.110396	 -2.46801
4.82532	 16.348	 1	 -0.323332	 -0.743062	 -8.99093	 0.701932
2.78924	 16.312	 1	 1.50543	 -1.33452	 28.1012	 7.08386
4.60153	 14.6853	 1	 0.434398	 0.504393	 -12.1973	 21.7572
3.33039	 18.4831	 1	 -3.32458	 -1.07678	 0.147594	 -5.91346
3.69262	 1.36707	 1	 -0.614503	 -1.84036	 2.45207	 3.05758
6.16775	 2.62647	 1	 -0.0917719	 0.739881	 41.1443	 -4.68887
8.76799	 2.46345	 1	 -0.566074	 1.09044	 1.39295	 2.12994
7.75483	 2.99253	 1	 -1.50403	 2.54462	 14.3464	 -4.45978
9.15397	 0.75138	 1	 -1.78927	 -0.653434	 21.5484	 19.4525
4.44634	 4.0735	 1	 -1.11023	 -1.13837	 0.530599	 0.0616857
7.98531	 10.3271	 1	 0.283351	 1.61688	 8.41848	 -3.19322
5.43741	 14.1515	 1	 -1.01508	 1.02399	 -4.25613	 -20.0627
6.43074	 14.1885	 1	 2.64367	 2.81663	 23.5754	 0.250634
10.5552	 15.1389	 1	 -1.00777	 0.498769	 -0.907823	 -2.54328
5.70319	 15.2144	 1	 -2.84887	 0.286867	 -2.68306	 -22.7818
3.78123	 15.8885	 1	 -1.65613	 1.10724	 24.4252	 25.6881
5.86473	 16.201	 1	 2.02219	 -0.656297	 10.321	 26.298
6.56318	 0.946679	 1	 2.39615	 0.422813	 -15.2337	 17.8071
9.57506	 18.7458	 1	 1.48145	 -1.98589	 4.5696	 -16.6842
9.62408	 3.37579	 1	 -1.36828	 -2.24971	 -4.06197	 -0.50527
9.82773	 5.49946	 1	 -1.68731	 2.58652	 -13.4741	 -25.1637
7.53594	 5.61952	 1	 0.727231	 2.24698	 -47.5664	 8.53566
9.77359	 7.60887	 1	 -1.31416	 1.36787	 3.29748	 -1.01768
9.57707	 11.6442	 1	 -1.44356	 0.625703	 -12.4743	 10.7704
7.35463	 11.731	 1	 2.32187	 1.65788	 -9.88991	 -8.66262
7.50009	 12.7525	 1	 0.637749	 -1.23903	 33.7013	 6.48249
7.91864	 16.0775	 1	 -2.58243	 -0.645926	 -0.421869	 -0.842714
9.33121	 17.7197	 1	 -0.10157	 -0.822178	 -13.5031	 -5.8589
7.30359	 18.0088	 1	 1.32765	 1.36936	 -16.1504	 -13.0573
12.2364	 0.211403	 1	 0.548351	 0.0980094	 -5.1332	 16.9495
11.472	 1.38783	 1	 -0.793822	 -0.208029	 -0.355168	 -19.7174
10.9815	 5.44107	 1	 0.511096	 1.37479	 -11.2753	 16.4688
11.6433	 2.3887	 1	 -2.0566	 -0.0813011	 -18.9697	 -11.9737
8.88282	 6.91742	 1	 1.0462	 -0.893144	 -0.785397	 -1.20208
11.8076	 10.523	 1	 -1.85185	 -0.597634	 -1.9648	 -5.94319
9.11421	 14.2984	 1	 -1.50173	 0.381024	 -17.2384	 26.9813
8.57695	 12.3879	 1	 0.168198	 0.536285	 -6.01278	 -5.24979
9.06588	 13.2894	 1	 -3.03513	 -1.57513	 12.7221	 -8.99493
14.5932	 14.6098	 1	 1.55935	 -2.06951	 29.8963	 0.791447
12.3878	 16.5091	 1	 -0.502662	 -1.47892	 3.05607	 0.186899
11.5063	 17.187	 1	 0.795549	 2.49443	 -4.56129	 2.22172
14.7317	 2.28632	 1	 0.0797705	 0.304197	 -0.29694	 0.285448
15.6812	 3.23088	 1	 0.947088	 1.10431	 -7.24653	 3.64175
13.5262	 2.50688	 1	 1.32567	 -0.660434	 -0.834985	 1.40959
10.3494	 6.35061	 1	 -0.501824	 1.18433	 14.5037	 25.4453
11.7283	 11.5763	 1	 0.340734	 1.28467	 2.26192	 8.38993
12.8857	 12.0677	 1	 1.83452	 -0.157041	 4.19406	 49.5381
10.724	 13.0654	 1	 -1.05723	 1.40827	 3.78438	 -2.84452
13.6106	 14.8459	 1	 -0.26841	 1.98394	 -29.1989	 30.1935
11.8568	 13.1031	 1	 2.94151	 2.28197	 3.20618	 -5.47389
14.6022	 16.6159	 1	 0.712099	 -0.0277925	 -22.3678	 9.95488
13.6077	 17.5608	 1	 -0.325398	 2.1726	 3.15225	 -0.783243
12.4996	 17.6807	 1	 -0.88404	 -0.665213	 -10.1057	 -13.2654
15.9554	 13.2437	 1	 -1.25748	 -0.9842	 2.03557	 -0.97981
18.336	 16.5495	 1	 0.967789	 -1.34366	 0.934873	 -1.17021
13.5671	 4.81013	 1	 1.07341	 -0.829899	 -1.88303	 -9.70383
11.0441	 7.35336	 1	 0.145608	 -0.555234	 -1.786	 0.642094
10.8563	 8.66271	 1	 0.271773	 -0.6527	 0.0551713	 -0.671041
13.7455	 5.83876	 1	 0.613053	 -0.992863	 -0.464	 9.97999
13.8246	 10.516	 1	 0.739943	 -1.16462	 -9.48607	 33.6054
13.869	 13.8952	 1	 0.600275	 -0.0603958	 15.0039	 -35.5834
16.7481	 12.1403	 1	 3.29239	 0.909317	 -2.4442	 14.8164
15.2825	 17.6267	 1	 1.86727	 1.92583	 -0.142849	 -0.745843
13.681	 12.8454	 1	 -1.72184	 -0.243425	 0.969071	 -4.71459
