0	1
1	0.71518
2	0.57756
3	0.488781
4	0.430334
5	0.385929
6	0.353087
7	0.329239
8	0.308547
9	0.290336
10	0.27653
11	0.261587
12	0.248872
13	0.237094
14	0.231147
15	0.218126
16	0.20942
17	0.197346
18	0.18958
19	0.177947
20	0.171066
21	0.163665
22	0.160123
23	0.153554
24	0.149917
25	0.147423
26	0.143727
27	0.139195
28	0.135962
29	0.130847
30	0.129326
31	0.126508
32	0.122178
33	0.11794
34	0.117245
35	0.110004
36	0.105678
37	0.102653
38	0.10149
39	0.0999382
40	0.0980382
41	0.0955794
42	0.0953664
43	0.0939146
44	0.0929862
45	0.0903659
46	0.0905431
47	0.0889261
48	0.0912573
49	0.0908368
50	0.090978
51	0.0887276
52	0.0868298
53	0.0868028
54	0.0860272
55	0.0848088
56	0.0802565
57	0.0778526
58	0.0752536
59	0.074234
60	0.0716279
61	0.0661742
62	0.063862
63	0.0586325
64	0.0593089
65	0.0581124
66	0.0611981
67	0.0607634
68	0.0595699
69	0.058016
70	0.0600198
71	0.0584834
72	0.0582214
73	0.056447
74	0.053302
75	0.0556815
76	0.0528894
77	0.0522681
78	0.0537464
79	0.0507646
80	0.0477166
81	0.0475002
82	0.0476653
83	0.040656
84	0.0405648
85	0.038012
86	0.0359482
87	0.0353188
88	0.0380303
89	0.0351231
90	0.0315242
91	0.0300107
92	0.0299521
93	0.0286153
94	0.0264281
95	0.0263425
96	0.0235088
97	0.0245913
98	0.0224341
99	0.0205514
100	0.0193042
101	0.0207165
102	0.0187276
103	0.0207095
104	0.0243419
105	0.0269943
106	0.0278449
107	0.0245827
108	0.0215729
109	0.019607
110	0.0184278
111	0.0210081
112	0.0227401
113	0.0224357
114	0.0218935
115	0.0275085
116	0.0266176
117	0.0273199
118	0.0221094
119	0.0179764
120	0.0162183
121	0.0127549
122	0.0143614
123	0.0191211
124	0.017296
125	0.0166796
126	0.0165764
127	0.0160431
128	0.0152947
129	0.0128885
130	0.0132373
131	0.0153193
132	0.016159
133	0.0129847
134	0.0126189
135	0.0109315
136	0.0129686
137	0.0144775
138	0.0139252
139	0.0143131
140	0.0141655
141	0.0140911
142	0.0160253
143	0.0177393
144	0.0172675
145	0.0120923
146	0.0132196
147	0.0127533
148	0.0101647
149	0.0075015
150	0.0061787
151	0.00594025
152	0.0054212
153	0.00799367
154	0.011979
155	0.0137287
156	0.0150351
157	0.0169505
158	0.0165828
159	0.0188619
160	0.018489
161	0.0197956
162	0.0201072
163	0.0189265
164	0.021547
165	0.0216585
166	0.0232265
167	0.0225253
168	0.0198683
169	0.0174728
170	0.0162839
171	0.0160244
172	0.0143973
173	0.0130484
174	0.00880897
175	0.00463072
176	0.00271986
177	0.00371908
178	0.00180211
179	-0.00102566
180	-0.000783987
181	-0.001633
182	0.00159994
183	0.0047359
184	0.00221639
185	0.00179236
186	0.000400476
187	-0.000223361
188	0.00158849
189	0.000667096
190	-0.000574373
191	-0.000995231
